nombre_cancion,nombre_artista,genre,type,year,id
Boquita Sala,Billo's Caracas Boys,jazz,album,2007,2PhDSnvzHU4NKuKTtUD6Ea
"Sing, Sing, Sing",Benny Goodman,jazz,album,2007,5L8ta4ECl5zeA6bGqY7G38
Breaking up Is Hard to Do,Renee Olstead,jazz,album,2004,4fnMcxme0xLpT5jFhKz7vz
Do it again,Delicatessen,jazz,album,2006,1jEQfUZKYUA8qNWjcj1zbk
The Chariot,The Cat Empire,jazz,album,2003,4NbbM53C8GAfxZdARG0lRW
You and I,Michael Bublé,jazz,album,2005,64KhOoOJnNvijGs74xy6vu
Yesterday,Kenny G,jazz,album,2006,0DPUhwShX0kQQvrG4A0CCD
’Tis Autumn,Nat King Cole,jazz,album,2006,6sQruAh3HYroK1zT8PUrea
What a Difference a Day Makes,Renee Olstead,jazz,album,2004,11N6MAeBhzUfNVfsBVTcL4
Ê Lalá Lay-Ê,João Donato,jazz,album,2007,7BQSe1LHaS5mDtUT91eHmW
'Deed I Do - Remastered 1993,Nat King Cole Trio,jazz,album,2005,57GSrxX6cbkvs7dVUs2RVv
Baby It's Cold Outside,Matt Belsante,jazz,album,2007,7m7tdsmeN4M0rZXJR4PHN7
Let It Snow! Let It Snow! Let It Snow!,Emilie-Claire Barlow,jazz,album,2006,2c7doFjJ66pEANqZQlDpT9
Y.M.C.A.,Berk & The Virtual Band,jazz,album,2007,5xINAlCXyFPOeJo9cpUKVv
I'm Glad There Is You,Jamie Cullum,jazz,album,2005,2o67aDSZ2ZNbA7mYdknL2B
Landslide,Stacey Kent,jazz,album,2007,5ZcDIHP2IAuluC75GAZkz2
Dream Lover,Bobby Darin,jazz,album,2004,1KLpjQFgubHI3GkAICCNH3
Moondance,Michael Bublé,jazz,album,2003,25Yzff59UGjz7wNWmjM39h
That Ain't Right,Non Prophets,hip hop,album,2003,0IVIHjDrlH4TNOBdER6g2j
Spaceman,Non Prophets,hip hop,album,2003,3jFjbOqB405xit1Tpmu2Hb
Any Port,Non Prophets,hip hop,album,2003,0sMHHH3tGET0R25lV2tEK3
Liquid Hip Hop,DJ Cam,hip hop,album,2003,2G981OSZDH0NNlDRONFNQD
6 Sense,DJ Cam,hip hop,album,2003,2UjiR3115SQ0ZbCApzZKCc
Where the Party At,Jagged Edge,hip hop,album,2002,3rKTSe4vL6UUQVEdwKxpk5
Homme de l'ombre,Booba,hip hop,album,2002,3sPfdttRB0kXKfF6lhCJT5
Rotten Apple,Royal Flush,hip hop,album,2007,35qncyA1vGcNq6kwavUu2H
Derty Harry,Proof,hip hop,album,2004,2SulxK8maglmgifGQjMeCg
Tremendous (feat. Q-Ball & Curt Cazal) [Remix],Mama Mystique,hip hop,album,2007,1gIhIBa0K1G1qLujrF2KOE
Hardcore [Instrumental] Hip-Hop,DJ Shadow,hip hop,album,2004,4wzDLk0tdCFaNLABZehZK5
Da Truth,Gasoline,hip hop,album,2005,1G1vPCCqlObMYOWay1uXBi
Shadows,Gasoline,hip hop,album,2005,6AdN0Ad7g7KFOhXXFgU2GV
We Thugs,Ice Cube,hip hop,album,2007,0MiPb7Mko4d031o3CxkWjo
On The Run,Gasoline,hip hop,album,2005,5D6qY0p2RlNPr9653plxxN
Ez on the Motion,Ghetto Concept,hip hop,album,2007,3ozKxWirtIBHs90yrUtaEk
Lo Dilo - Digel Beyto Can,Serhado,hip hop,album,2007,0Z2UIKTbwWBf7ZCX4FMQGt
Witness (1 Hope),Roots Manuva,hip hop,album,2006,6aVfDmKMrZ8SU2dJi9OZYF
Nz Hip Hop,Nesian Mystik,hip hop,album,2002,14xPbMtlxfCsl9VWzSBJJ1
Love (Hip Hop),Visionaries,hip hop,album,2004,7zMzPB1LZrlJ3suKHGxP7q
Pásatelo,La Puta Opepé,hip hop,album,2002,2gl00Sf3VSwMHhSvtoYXTu
Miszter és Miszisz Hip Hop,Pluside,hip hop,album,2005,6SrG6Bl9qId3TDRWNrDNVq
The Greatest,Nas,hip hop,album,2007,4E8wgRAOr3f4eeFS2q8HYW
Puerto Rico - Feat. Tony Sunshine,Big Pun,hip hop,album,2005,60PXit7uKlV6Nph800jjhy
The Invincibles,Ali Vegas,hip hop,album,2005,07nDXbl4Fdpbzu9v5TJ2hK
Duro O Blando,Dobleache,hip hop,album,2003,1L76SgegbpUCzIXai7tgNr
"Six Pack (feat. Nikki D, Rah Digga, Bahamadia, Precious Paris & Heather B)",Paula Perry,hip hop,album,2007,4QYirJEKvdn1trLxKsTGX3
Violet Stars Happy Hunting! (Cyber-Hop Mix),Janelle Monáe,hip hop,album,2007,3D8UmQTFYjhEY4J3o8xpIL
People Hi for Change,Proof,hip hop,album,2004,2zDeWW2pdMtPDinEdKTnQR
Neil Armstrong,Proof,hip hop,album,2004,01yD3tPxXNsHmpvIBN2Dta
El Original - Version espagnole,Rocca,hip hop,album,2004,3rohRUg4bIsOeTaV1Hd1G7
Hitman 4 Hire (feat. DV Alias Khrist),Trigger Tha Gambler,hip hop,album,2007,7kekN35Gq6zbC2o0yLyWxi
Dejando Atrás a Más,Falsalarma,hip hop,album,2003,7Jc7l5mjYb6MkSJdIsOP1z
Yzark,Proof,hip hop,album,2004,6jSGR2bjt7EUkB7n0vtQdq
Gulen Gulistane - Digel Sidar,Serhado,hip hop,album,2007,6EXZxj0v0oy9y42M0jObEd
Loco por Él,Geronación,hip hop,album,2003,6dZZQOLLI7sENsj8deUyP5
Get Down (feat. Q-Tip) [Remix],Craig Mack,hip hop,album,2007,3tsUCC3E7ueIDz5TRkvyRr
Vibraciones,Tremendo,hip hop,album,2003,0VbGSd6Q9y479ZQokSTzH7
The Hiatus (Remix) [feat. Cru],Diamond D,hip hop,album,2007,41eIYqtf5rJVSuiuGWqhRK
Ja in a Bra',Proof,hip hop,album,2004,0rYZYzQODJ8KzKoXzUbpX4
I Love Hip Hop,Lords Of The Underground,hip hop,album,2007,0GXKPDxSAnSTdOcy2OkoDL
This Is Hip Hop,Termanology,hip hop,album,2006,0uYfqDkZnNemdtwzUH4G4s
Got Me Goin' (Hip Hop) (Instrumental),Statik Selektah,hip hop,album,2007,7t29RHxparodERTl609c6M
Rock and Roll (Could Never Hip Hop Like This) Part 2 - Instrumental,Handsome Boy Modeling School,hip hop,album,2004,6aP8yyFM9GqPVjnQrniH6Z
El Principio - Hip Hop Version,Akwid,hip hop,album,2006,16WyHgTVNb7JZrq3gFIcpJ
Bx We Invented Hip Hop,Tim Dog,hip hop,album,2006,6ywEfJgYwAsbbVXhcIE0iK
Can't Nobody - Cedsolo Hip Hop Remix,Kelly Rowland,hip hop,album,2003,1xny8g4WiZFP7HbINh0jBY
Mr Wendal (Hip Hop Drum Attack),Arrested Development,hip hop,album,2003,64MS5irSjZfBKsbv0wUqgA
Outro (Hippy To Da Hoppa),1TYM,hip hop,album,2005,2vJ3KixpVR4dP1or1dQ3gY
Got Me Goin' (Hip Hop) (Feat. Slum Village & Granite State),Statik Selektah,hip hop,album,2007,4GVdGIp3baEBRxBy1301Iv
I Wanna Love You,Akon,pop,album,2006,0CXVjQI9wsqaGeIARkkpYc
Disco Inferno,50 Cent,pop,album,2005,69bHJ9qs5FrUJbKP8xU8uZ
Sálvame,RBD,pop,album,2004,3hbTkJ0yFzHbawnKyhvTQj
Breathe (feat. Sean Paul) - Rap Version,Blu Cantrell,pop,album,2003,1BPybPVkDfUjFDvqG04l58
Apologize,Timbaland,pop,album,2007,6ucR4KfvsBFWCMVFDvyKKl
Como Yo,Juan Luis Guerra 4.40,pop,album,2007,1D5Z5K0orsn5dSDpnan8XO
Tengo Ganas,Víctor Manuelle,pop,album,2004,5nmLj87o23HJrI7GgqXXUw
Tu Amor Me Hace Bien - Salsa Version,Marc Anthony,pop,album,2004,3yEtuhGR8jOtusa29jWrhG
Noviembre Sin Ti,Reik,pop,album,2005,2vCHDrXVN0k1GPTjSIZ69E
Sunday Morning,Maroon 5,pop,album,2002,5qII2n90lVdPDcgXEEVHNy
Antes,Obie Bermudez,pop,album,2003,0TIKTcvtKI26PNRvjyeHjP
Because Of You,Ne-Yo,pop,album,2007,6CFPFnS9EcLs2I0nWqtWci
Window Shopper,50 Cent,pop,album,2005,0NJu93oln1kkgbHLFzLJ4h
Lloviendo Estrellas,Cristian Castro,pop,album,2002,5b00r2xveYfVIOExZJJ395
Si No Te Hubieras Ido,Marco Antonio Solís,pop,album,2006,1fhusBTFmHeB6BxVsvj2lN
Ciego De Amor - Featuring Anthony Santos,Aventura,pop,album,2005,1IdSPagRNE4i6cr6I8QBYD
Misery Business,Paramore,pop,album,2007,3l9CW99AHtExIRV4hW2N5m
The Sweet Escape,Gwen Stefani,pop,album,2006,07K4GcCDSTiXUF5ssyTRUM
We Belong Together,Mariah Carey,pop,album,2005,4EI8VuxUuIHKfafU72emqz
Échame a Mi La Culpa,Luis Miguel,pop,album,2005,2TOBMDqbtPP6sAQtWc2Br9
Hoy Ya Me Voy,Kany García,pop,album,2007,58zE9NyMKGTpzV5J8WyXXe
Let Me Love You,Mario,pop,album,2004,7GaFYUqP2WdR4KTPk7cXoP
I Miss You,blink-182,pop,album,2003,1oTo3ijRbaDAtrjJrGAPSw
Gotas De Agua Dulce,Juanes,pop,album,2007,0Xn1VqBjoL4PAGxyatEO0Z
Long Way 2 Go,Cassie,pop,album,2006,4v5kAh2wWyCSuKuhMJK8u6
Buttons,The Pussycat Dolls,pop,album,2005,314QzMOrpNUqWBUozYshf6
Prayer Of The Refugee,Rise Against,pop,album,2006,2VGQ342iuqj6aSaYbyBQVJ
Give It To Me,Timbaland,pop,album,2007,0wbDgMuAoy7O7pL3a69uZx
"Dance, Dance",Fall Out Boy,pop,album,2005,0a7BloCiNzLDD9qSQHh5m7
Maps,Yeah Yeah Yeahs,pop,album,2003,0hDQV9X1Da5JrwhK8gu86p
La Botella,Mach & Daddy,pop,album,2005,3dtGHZyEGmKSmQoAPcbvyb
The Anthem,Good Charlotte,pop,album,2002,0BRHnOFm6sjxN1i9LJrUDu
Maldita Primavera,Yuri,pop,album,2007,3GUyiFEglEm9rSToOf5YZW
Estadio Azteca,Andrés Calamaro,pop,album,2004,03Ntkzzjkz7nFJldcPbL90
Hollaback Girl,Gwen Stefani,pop,album,2004,0eqH0ALoDQevq59YcQ53KE
Rich Girl,Gwen Stefani,pop,album,2004,2oxtQ84p1j5GmyzmD50Lq0
I'm with You,Avril Lavigne,pop,album,2002,1jlG3KJ3gdYmhfuySFfpO1
Sabes Una Cosa,Luis Miguel,pop,album,2005,21Ullb4TU8qMsQd0Iselng
Bubbly,Colbie Caillat,pop,album,2007,1lkvpmrCaXK8QtliFDcHBO
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,Jennifer Lopez,pop,album,2002,7LqjznQwfrax7MjQXmxqdQ
Poppin' Them Thangs,G-Unit,pop,album,2003,4E5IFAXCob6QqZaJMTw5YN
"Dear Maria, Count Me In",All Time Low,pop,album,2007,0JJP0IS4w0fJx01EcrfkDe
Lento,Julieta Venegas,pop,album,2003,2NsMwNWumJXCdTg2IZCLZ5
Sólo Quédate En Silencio,RBD,pop,album,2004,2RJ1fg4qf2vgZKifTa4HgA
My Humps,Black Eyed Peas,pop,album,2005,20jYtEun4dUdYZ9foaOC48
Eres,Café Tacvba,pop,album,2003,6kdCN6gTWLcLxmLXoUcwuI
Iris,The Goo Goo Dolls,pop,album,2007,6vrUTGn5p8IrfTZ0J6sIVM
Bendita Tu Luz,Maná,pop,album,2006,2JBs412fpVUuzIaIp3CyIs
Coleccionista de Canciones,Camila,pop,album,2006,28Ct4qwkQXY2W5yyNCLuVI
Won't Go Home Without You,Maroon 5,pop,album,2007,6WEBwvsmpaoGxka0tSh5a7
Algo Contigo,Vicentico,rock,album,2003,4zsDA31stWMtLveU61hejd
Hey Jude,The Beatles,rock,album,2006,1eT2CjXwFXNx6oY5ydvzKU
Crimen,Gustavo Cerati,rock,album,2006,3oqWr0jDWNXxWufNogGREp
Stricken,Disturbed,rock,album,2005,6RJdYpFQwLyNfDc5FbjkgV
Eres Mi Religión - 2020 Remasterizado,Maná,rock,album,2002,2H3kc8vwKWtgaDWs0Xw98Y
Knights of Cydonia,Muse,rock,album,2006,7ouMYWpwJ422jRcDASZB7P
Nude,Radiohead,rock,album,2007,35YyxFpE0ZTOoqFx5bADW8
Make It Wit Chu,Queens of the Stone Age,rock,album,2007,6GyDY0yE47rfk8pcuKhioh
Helena,My Chemical Romance,rock,album,2004,5dTHtzHFPyi8TlTtzoz1J9
Mi Universo,Jesús Adrián Romero,rock,album,2005,6lMk5sY36yHg5vY2Q29lJd
Dirty Harry,Gorillaz,rock,album,2005,2bfGNzdiRa1jXZRdfssSzR
Dakota,Stereophonics,rock,album,2005,3qaSqrrevBrb84xl5JlptU
Is It Any Wonder?,Keane,rock,album,2006,5xT8JXJSyHYNfC11OFqzFL
Such Great Heights - Remastered,The Postal Service,rock,album,2003,4G21jWo0Cm6lOIUNnZ2mUI
Time of Dying,Three Days Grace,rock,album,2006,6gPd6brcBXlbGdy1obe234
O Children,Nick Cave & The Bad Seeds,rock,album,2004,73ZlmJxexVebFozgZhEhkd
You And Me,Lifehouse,rock,album,2005,0815caqt2Lytro5EIzMufT
Baby I'm Yours,Arctic Monkeys,rock,album,2006,0SzvmWfOhoxZVGrmvb56YL
Bend & Break,Keane,rock,album,2004,4mPiTSD96K4Dha1irhqpW3
Cigaro,System Of A Down,rock,album,2005,47EqCQZG5v4o0WFMufGf5S
Tainted Love,Marilyn Manson,rock,album,2003,0ZeKQudydO2uQJpfr6gNC8
Radio/Video,System Of A Down,rock,album,2005,41pOIT2t1rvr2Trg1HQChZ
Ayer Te Vi... Fue Mas Claro Que La Luna,Jesús Adrián Romero,rock,album,2007,636y223sbqgNNVeH7s5qkp
Manda Una Señal,Maná,rock,album,2006,33J0xfFaRZO6RzHVdbQkiO
Mariposa Traicionera,Maná,rock,album,2002,0Pjsm4AaJGPOXHoB6xCgJB
Jerk It Out,Caesars,rock,album,2005,1bx7OUl2UmAnA5oZkm9If7
Downtown,Petula Clark,rock,album,2003,6S55C80YzjhSrCRRd1p80b
My Alcoholic Friends,The Dresden Dolls,rock,album,2006,2gvmxusSOe3vNjNDjQWaso
Holiday / Boulevard of Broken Dreams,Green Day,rock,album,2004,0MsrWnxQZxPAcov7c74sSo
The Bitter End,Placebo,rock,album,2003,2yYASbXnAV71CLbNY1HCWf
Y'all Want a Single,Korn,rock,album,2003,1AzMYJm6qTAullM3UKuPY9
Little Saint Nick,The Beach Boys,rock,album,2004,75dfH68JDisE8dDaD4KlVY
Master of None,Beach House,rock,album,2006,3stWWPN41byqp8loPdy92u
Joker And The Thief,Wolfmother,rock,album,2005,6dNJ3lasVLPd0078T9yqlm
Remember the Name (feat. Styles of Beyond),Fort Minor,rock,album,2005,6ndmKwWqMozN2tcZqzCX4K
Over My Head (Better Off Dead),Sum 41,rock,album,2002,40sl0jG01g4FZkCrBzQhZX
From the Inside,Linkin Park,rock,album,2003,697M5JB8FDIyRXEXgl1pBZ
Real Gone,Sheryl Crow,rock,album,2006,45dGKmN6jw7PgK6Dw2rEp2
Pídeme,Guaco,rock,album,2005,3dqgHG4Rksh3B04Dt3cVHu
Seaside,The Kooks,rock,album,2006,6ZygaqgtPkiahkiYJhYWhn
This fffire - New Version,Franz Ferdinand,rock,album,2004,46gSk82duJtX3TTA182ruG
Miss Alissa,Eagles Of Death Metal,rock,album,2004,1YIxmHt4EKS0gMs3L0mxQV
Famous Last Words,My Chemical Romance,rock,album,2006,2d6m2F4I7wCuAKtSsdhh83
Love Song,Sara Bareilles,rock,album,2007,4E6cwWJWZw2zWf7VFbH7wf
"Sugar, We're Goin Down",Fall Out Boy,rock,album,2005,2TfSHkHiFO4gRztVIkggkE
Never Too Late,Three Days Grace,rock,album,2006,5y7NRMui3GLbwj2zBaOqo1
I Hate Everything About You,Three Days Grace,rock,album,2003,6rUp7v3l8yC4TKxAAR5Bmx
On the Road Again,Canned Heat,rock,album,2003,4zuHizF9ydEXDaAtwU2eAK
Rosas,La Oreja de Van Gogh,rock,album,2004,06p2Ij0lXD45LODQDCov0u
Adiós,Gustavo Cerati,rock,album,2006,1rh4kDY9T4fHVDum8Foi5k
Moondance,Michael Bublé,jazz,album,2003,25Yzff59UGjz7wNWmjM39h
Home For The Holidays,Matt Belsante,jazz,album,2007,0UzJq86HhxcMzisUcX2BcV
One Day I Fly Away,Joe Sample,jazz,album,2005,5G4mD6dNtV9V30npBbAj0i
You'll Never Find Another Love like Mine,Michael Bublé,jazz,album,2003,0xPR2JJnSsHc3Ju7amTjOK
How High The Moon,Chet Baker,jazz,album,2007,1qagJUT7uzS8eAkDJmO8QG
Words,Berk & The Virtual Band,jazz,album,2007,6kjUiMRpMndx797ncBvC0W
Just for a Day - Sunday,TM Juke,jazz,album,2003,4DicdCZ3vgY8fOzCiuQ657
Humble Me,Norah Jones,jazz,album,2004,7BboupyTdAr1nmMJZw0V4h
Lo Que Dice Justi,Wayne Gorbea,jazz,album,2007,2LRX2TsvKBMK5at9tBqHq3
Que rest-t-il de nos amours?,Stacey Kent,jazz,album,2003,6QZ2OZGes6LAku3d5rIAeX
Pra Que Discutir Com Madame?,João Gilberto,jazz,album,2004,4qZ6Jm9bvQSxcacHe6qT0w
"You're The First, The Last, My Everything",Peter Grant,jazz,album,2006,56jQSlRWUNel64mpgYPnQ5
Counting Stars,Nujabes,jazz,album,2007,7KMm1zF2QOTSw2t01IAFif
I'm A Fool To Want You - Remastered 2006,Donald Byrd,jazz,album,2006,2FnTwpi1PdHLjgHv4XQEFn
Le Temps Qui Passe,Laura Fygi,jazz,album,2007,3FwNKZkn50tXoEaXKtvKXw
You Raise Me Up,Kenny G,jazz,album,2006,3yYMnwomVxxFZCMsHqJ6sC
Song for Elias,The Cat Empire,jazz,album,2006,1EYulQKeEA6xSlgyLPxr5T
Blue Skies,Art Tatum,jazz,album,2002,7kzag1RHJUYeY8i3KRrQKw
Narco Trip,Guts,jazz,album,2007,2Wzqn1NFh7qxWwKKWNVOJg
I Love the Way You're Breaking My Heart,Delicatessen,jazz,album,2006,6os541iv7r03a0INlnaUuw
Shake It Loose,Mo' Horizons,jazz,album,2003,3gDkMrw7N1zbApWOl8gfh9
Once I held a moon,Silje Nergaard,jazz,album,2003,0NFNAULftUDbHxtOt2mTLi
Call It Stormy Monday,T-Bone Walker,jazz,album,2005,1i7nQGgwloILcp6ZftH2Qa
Addicted,Waldeck,jazz,album,2007,1dnp3JmMyGJ9XCTTa3nyxd
Do It Again feat. Carolyn Leonhart & Robert Smith,The Juju Orchestra,jazz,album,2007,2pWleO2fCd07IBAfjDCOmf
The Nearness Of You,Bill Charlap,jazz,album,2002,4vuoL9ldmpmZcXm7RkhQvx
Notas,Gotan Project,jazz,album,2006,7apbmI4FzFw4KNNx1DcNmh
What The World Needs Now Is Love,Stacey Kent,jazz,album,2003,2Y4jKE3vhkI2yR3Ms065ZZ
Washington Square,Chinese Man,jazz,album,2007,0phAx12SI8oWN1AmhyceSQ
Sweet Dreams,Berk & The Virtual Band,jazz,album,2007,5yukxJkQcXHlNngB3s7ybD
Don't Go,Nouvelle Vague,jazz,album,2006,57y6ld1fmCtMJhtWZmNyIL
Habanera 80,Mop Mop,jazz,album,2006,6yL1A0ejnnfp2WsoAtAyZP
Don't Cry Baby,Madeleine Peyroux,jazz,album,2004,5hLiMgK0oIx8t9AwO3Pm3P
All Over Again,B.B. King,jazz,album,2005,1jPBDpK4MKwUVgtE3LuCae
Transatlantic,Quantic,jazz,album,2002,4STQXkYSbQMlLRhwUIDjhh
Perdido de Amor [Lost in Love],Luiz Bonfá,jazz,album,2005,4xvpttkjjEH0l2hrizYla7
Garota de Ipanema - 2006 Version,Lisa Ono,jazz,album,2006,75Wq1LZlCcpSTB3YCiV4y6
Más Amor,Madrid De Los Austrias,jazz,album,2005,5c2WHvAg53kNuU2wNgJqlU
Something In The Air Between Us,Sophie Milman,jazz,album,2007,1PMMDeHkTvLZBQiZU860BU
Don't You (Forget About Me),Stella Starlight Trio,jazz,album,2007,6dPXG3UjtHel6Gj0X22lVA
Patience,Sawa Kobayashi,jazz,album,2006,29moQPuFG7kw9TitIUxfLV
Streets Of Philadelphia,Molly Johnson,jazz,album,2006,1TcoNPMDaoEv3rCebQnl7L
Halfaouine,Anouar Brahem,jazz,album,2006,12QGmnEmcpgFajECmRfg6u
"To Be Young, Gifted and Black - 2005 Remix",Nina Simone,jazz,album,2006,67RKpDruBXMJgAmhJAivXr
Sera Positivo,Orquesta La Conspiración,jazz,album,2005,660wIWeyhmFMfRBQjKghbO
reflection eternal,Nujabes,jazz,album,2005,6eGMwVVABqVTe9bWRIm498
Jazz Music,De-Phazz,jazz,album,2003,0Z3dPRfc1RAzYjTO7nQttj
Try a Little Tenderness,Michael Bublé,jazz,album,2005,1wiwNChjumfgxJ7MFX1rOC
Gypsy Woman (She Is Homeless),George White Group,jazz,album,2007,52VPad07PAiKVkcQ2KvfWI
Creep,Richard Cheese,jazz,album,2006,4udOFK7drN6qDbKeA6FOr6
Vamo a vence',Las Krudas,hip hop,album,2004,2CbEvv9delfYNDPRDPXoFk
Havana Nagila,Hip Hop Hoodíos,hip hop,album,2005,4xWoqALXUCp7a35ax5545x
Nothing New,KRS-One,hip hop,album,2007,09DF0kFLeRu4ODBGtKq2SC
Flex,Doomtree,hip hop,album,2007,4DjePnjKDJzVwpmZrVy8EN
Rising To The Top,KRS-One,hip hop,album,2007,3nstZc6BEyKPrO5kCwfWwD
Respeta Mis Creencias,Skool 77,hip hop,album,2006,3ZuHxGxBx3oqhMnOBsY9df
Matchbook Diaries,Cecil Otter,hip hop,album,2005,40PrG91SME6sQQ6rRKSghj
Morning Light,J-Kwon,hip hop,album,2004,12Xr5x9V8941ozIY6bDxXN
Lakeshore Drifter,Cecil Otter,hip hop,album,2005,30OuHecdXXppFTOahza2Yr
Pioneers,EPMD,hip hop,album,2003,13yp88MgGaHwuQWfIL0BPj
I Was There,KRS-One,hip hop,album,2007,1s8WPagoySVblpSaKGNOR8
H. Aço - Ao Vivo,DMN,hip hop,album,2002,1PSuOlIS3bDXrd3rv6Yyva
You & Me (feat. Sadiyyah),J-Kwon,hip hop,album,2004,1HL2ABD6kUaXAJ9lBhIY4K
U Ain't Gotta Like Me (feat. Big B.),J-Kwon,hip hop,album,2004,36oLWzYSDtqdYHSMY6WkoR
All Skool,KRS-One,hip hop,album,2007,0OwUN6hhFt07uX2wrq0oSM
Lucky,Doomtree,hip hop,album,2007,49A3mc7J9Q3nSsqahgOzvJ
Musika,KRS-One,hip hop,album,2007,6GLNvfsfNFjPtGXrtyp9ol
You & Me (feat. Sadiyyah),J-Kwon,hip hop,album,2004,13kI53Gw75pFh0hXbZADaS
Kill A Rapper,KRS-One,hip hop,album,2007,0amhIF3TPkjdfaVRhJK8MV
Welcome To Tha Hood,J-Kwon,hip hop,album,2004,3hgkRa4asIosJOkWBNLXQF
The Teacha's Back,KRS-One,hip hop,album,2007,5EnbjjZxVLPVxZcXODoq9v
Mi piaci,Tormento,hip hop,album,2006,7wEx3Ti2oIIkjEaKAsP0gz
My Enemies (feat. Jermaine Dupri),J-Kwon,hip hop,album,2004,1aY0IfTehZGU9IDSFgpMQD
Hip-Hop,DeFuckTo,hip hop,album,2002,4QiXJBLdBUf7w2XTlkUkG1
Da Funk,Redman,hip hop,album,2003,1tCjIme5RDs5pSMIVlEsb3
Underwear,J-Kwon,hip hop,album,2004,0HGUAQm3qm7oanFFy9IfJN
Tradición,Punto de mira,hip hop,album,2007,0lL9WeZvcTIjtDOXqEStSP
Solo Quiero Estar Tranquilo,Kiño,hip hop,album,2005,7rjbR4cb9PxpZ7VDLOEu3g
Times Square,Hip Hop Hoodíos,hip hop,album,2005,7GzA4FH4qk0m9VjFk3Sogi
Un Muerto Mas,Cescru Enlace,hip hop,album,2005,72mb5oYP6RpHtRMUPEZ0yQ
Show Your Ass (feat. Eboni Eyes),J-Kwon,hip hop,album,2004,3cZUKdWFmmr2sfjOIknA4p
El Sistema Te Domina,Skool 77,hip hop,album,2006,4rboiMyzBYOIs5a3ovJO4c
The Victory,KRS-One,hip hop,album,2007,4DN9958OT9iuRtYitKHo1h
Tin Man Purrs Like a Kitten,Cecil Otter,hip hop,album,2005,1XgO6njYrZr755dIaagyQg
Interlude,Paper Tiger,hip hop,album,2007,2NJjLcqq5e6RrxRCZqEdy4
Parking Lot,J-Kwon,hip hop,album,2004,375nK0krRCNNCfMbmlHMvu
They Ask Me,J-Kwon,hip hop,album,2004,0NZM9XRqu4uqozuU8EIndv
Ta hip,King & AP,hip hop,album,2004,4E1rY5aZaSZyKEQrWu1DEB
House Of This,KRS-One,hip hop,album,2007,6XQqBujarNCvsEQcqsh0ap
Virutas,Jazz Two,hip hop,album,2004,1buZftXA46xXZPjA6uwRt6
IC IC (feat. St. Lunatics),J-Kwon,hip hop,album,2004,0PlhKQCqvAooIfpBKAyFzo
Savion Glover,Doomtree,hip hop,album,2007,3qcGZmGykA8wgJJ6HzRhR7
Rapam tko k govorim,T-Set,hip hop,album,2004,1VfYDR2bUdhhkZ9SkJMmln
Hip-Hop,Busta Flex,hip hop,album,2006,2YmtvKpkjasRgtjhHVHraw
I Think I Know Too Much,Aceyalone,hip hop,album,2002,69SRXB30JCx0ithY944S9d
O Dom Da Rima - Ao Vivo,Z'África Brasil,hip hop,album,2002,5nkWLKexzMQfD91jXa4bca
This Is What It Is,KRS-One,hip hop,album,2007,0QYYQFKiIydk1NEQ0NlKsy
Knives on Fire,Doomtree,hip hop,album,2007,0JvShaL9NR7LatzmVoK9M0
Over 30,KRS-One,hip hop,album,2007,71uhgXaPXSClRHqVOHsRKu
City Girl (Amuse-Meant-To-Get-Her),Cecil Otter,hip hop,album,2005,0e0kCi4O21cDgmMG1af156
Nothing In My Way,Keane,pop,album,2006,7falOwHJ9MjskdcNehIh79
Pocketful of Sunshine,Natasha Bedingfield,pop,album,2007,1uigwk5hNV84zRd5YQQRTk
Cupid's Chokehold / Breakfast in America,Gym Class Heroes,pop,album,2005,2Lhdl74nwwVGOE2Gv35QuK
I'm Just a Kid,Simple Plan,pop,album,2002,6otiaV2fagE3s8IvP6WkwG
Tu Carcel - En Vivo,Los Enanitos Verdes,pop,album,2004,1lAFWiaVhJhvQ5Gtzp6vSu
One,Mary J. Blige,pop,album,2005,3Lk7RWStfLaHG7lXsuS87j
Cuéntale,Don Omar,pop,album,2006,4ocXAchdkulq97w6m1ZaPv
Because of You,Kelly Clarkson,pop,album,2004,0gJvqi9QyASOCtJu99tytc
Llorar,Aventura,pop,album,2003,4M4oSbEjB8Z94039uyjXuO
Invéntame,Marco Antonio Solís,pop,album,2003,1nwdRwqxMlKl3c7Qh8KsrG
Yo Quería,Cristian Castro,pop,album,2002,7yYN70n6NTdA3NCHfdbKn1
Mi Niña Cambió,Aventura,pop,album,2003,3ORQsL0g4APGsXoqD5tkpm
I'm Not Okay (I Promise),My Chemical Romance,pop,album,2004,7lRlq939cDG4SzWOF4VAnd
Bendita Tu Luz,Juan Luis Guerra 4.40,pop,album,2007,0Qmx9OF4z1arPVTcu7wM9W
Qué Voy a Hacer Con Mi Amor,Alejandro Fernández,pop,album,2004,5JpOkusDXbxrcPj1Kd0O2Q
Para Tu Amor,Juanes,pop,album,2004,2quTytCTP9kKLvpveyO1mt
No Me Enseñaste,Thalia,pop,album,2002,0AhtxBg5OU06Lh086URR5c
Bata Bata 2,Latin Fresh,pop,album,2006,1N1KlnNm1NE4INLOrKN3fi
Pingüinos en la Cama,Ricardo Arjona,pop,album,2005,5uALDiBIe9EzvRBpJyf5Ce
Eres Mi Religión - 2020 Remasterizado,Maná,pop,album,2002,2H3kc8vwKWtgaDWs0Xw98Y
